"name","num_pubs_pre","avg_PR_pre","max_PR_pre","median_PR_pre","num_pubs_post","avg_PR_post","max_PR_post","median_PR_post"
"Um Wallon","2","0.31270275000000003","0.47540550000000004","0.31270275000000003","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Crispin Lichtenberg","13","0.19756926923076928","0.29938750000000003","0.19385150000000004","2","0.21375000000000002","0.2775","0.21375000000000002"
"Nirav R. Bhakta","2","0.72580275","1.0162520000000002","0.72580275","8","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Andrew P. Hinck","1","0.18188350000000006","0.18188350000000006","0.18188350000000006","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Gladys Morrison","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Katarzyna Marcinkiewicz","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","2","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Luisa Cochella","6","0.36369425000000005","0.87233","0.30138925000000005","1","0.155542","0.155542","0.155542"
"Nicholas Stavropoulos","2","0.69844975","1.0904654999999999","0.69844975","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Jun R. Huh","4","0.6588886250000001","1.1758395000000001","0.64923475","2","0.3017675","0.453535","0.3017675"
"Banhidy Nf","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Hong-Ping Guan","3","1.2561191666666665","2.2415779999999996","1.3767794999999998","1","0.156069","0.156069","0.156069"
"Juzheng Sheng","2","0.26473725000000004","0.26637350000000004","0.26473725000000004","1","0.15160650000000003","0.15160650000000003","0.15160650000000003"
"Mark J. Ernsting","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Ruiting Lin","1","0.26808200000000004","0.26808200000000004","0.26808200000000004","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"John R. Lukens","5","0.2668784","0.4500585","0.2180765","1","0.153264","0.153264","0.153264"
"Marina Caskey","2","0.7897609999999999","0.813901","0.7897609999999999","1","0.24506400000000003","0.24506400000000003","0.24506400000000003"
"Stefanie Ranf","1","0.265566","0.265566","0.265566","1","0.15613700000000003","0.15613700000000003","0.15613700000000003"
"Omer Durak","1","0.15454750000000003","0.15454750000000003","0.15454750000000003","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Wendy R. Gordon","3","0.5463408333333333","0.930572","0.5523899999999999","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Stefano Ugel","4","0.23740550000000005","0.3024730000000001","0.24857450000000003","1","0.15339150000000001","0.15339150000000001","0.15339150000000001"
"Shulin Ju","2","0.39206725000000003","0.4173335","0.39206725000000003","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Timothy J. Nice","4","0.312173625","0.47691000000000006","0.31089225000000004","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Ivan Krivega","3","0.1654076666666667","0.196223","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Tiffany C. Scharschmidt","1","0.2622085","0.2622085","0.2622085","2","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Luis E. Arias Romero","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Young Hoon Sung","3","0.6292923333333333","1.5623345","0.17173450000000004","1","0.24170650000000002","0.24170650000000002","0.24170650000000002"
"Stephen P.J. Fancy","4","0.54882","1.0299114999999999","0.5076842500000001","1","0.2190625","0.2190625","0.2190625"
"Soumya Pandey","1","0.18308200000000005","0.18308200000000005","0.18308200000000005","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Anne-Marie Schjerning Olsen","1","0.6648789999999999","0.6648789999999999","0.6648789999999999","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"An Shajahan-Haq","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Ines A. Drinnenberg","2","0.8589850000000001","1.0056780000000003","0.8589850000000001","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Sharon Barrans","3","0.15051000000000003","0.15153000000000003","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Suliman Al-Fayoumi","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Kristin J. Hope","2","0.33913775","0.5282755","0.33913775","1","0.18468850000000003","0.18468850000000003","0.18468850000000003"
"Amparo Santamaría","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Andrew Adey","1","0.6622779999999999","0.6622779999999999","0.6622779999999999","1","0.296285","0.296285","0.296285"
"Olivier Nolan-Stevaux","2","0.77214475","1.3942895000000002","0.77214475","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Zoltán Jakus","1","0.316736","0.316736","0.316736","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Andrew J. Mhyre","1","0.236377","0.236377","0.236377","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Dmitry V. Peryshkov","3","0.447619","0.586373","0.395667","1","0.18026850000000003","0.18026850000000003","0.18026850000000003"
"Sekar Ramachandran","2","0.1665835","0.1704","0.1665835","1","0.15220150000000002","0.15220150000000002","0.15220150000000002"
"Madhur Mangalam","1","0.173273","0.173273","0.173273","1","0.19448900000000002","0.19448900000000002","0.19448900000000002"
"Hiroatsu Iida","1","0.37813149999999995","0.37813149999999995","0.37813149999999995","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Cody S. Szuwalski","1","0.19770200000000002","0.19770200000000002","0.19770200000000002","1","0.16212100000000004","0.16212100000000004","0.16212100000000004"
"C-Y Liu","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Thomas W. Winkler","2","0.19873900000000003","0.24273500000000003","0.19873900000000003","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Rinath Jeselsohn","4","0.22847625000000002","0.463905","0.15000000000000002","2","0.150459","0.15091800000000002","0.150459"
"Amit K. Guria","1","0.1729925","0.1729925","0.1729925","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"J Huober","3","0.1607326666666667","0.17730200000000002","0.15489600000000003","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Connie H. Y. Wong","2","0.57909275","0.7415915000000001","0.57909275","1","0.15899300000000002","0.15899300000000002","0.15899300000000002"
"Chenfeng Ke","2","0.385093","0.4793155","0.385093","2","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Robert Hoepner","1","0.1812545","0.1812545","0.1812545","1","0.15986850000000002","0.15986850000000002","0.15986850000000002"
"Wenhao Sun","1","0.22253900000000001","0.22253900000000001","0.22253900000000001","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Oriol Gallego","1","0.57585","0.57585","0.57585","1","0.15770100000000004","0.15770100000000004","0.15770100000000004"
"Duane D. Winkler","2","0.33462425","0.3360735","0.33462425","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Sarah E. Turbett","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.16416100000000003","0.16416100000000003","0.16416100000000003"
"Ricardo Helman","4","0.15282625000000002","0.16130500000000003","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Cindy Zer","1","0.17892550000000004","0.17892550000000004","0.17892550000000004","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Selena Gimenez-Ibanez","1","0.262183","0.262183","0.262183","1","0.15722500000000003","0.15722500000000003","0.15722500000000003"
"Mario Mancino","1","0.1767835","0.1767835","0.1767835","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Miki Ohira-Ichikawa","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Jonathan C. Hagopian","1","0.3616585","0.3616585","0.3616585","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Eve J. Wildman","1","0.20240250000000004","0.20240250000000004","0.20240250000000004","1","0.161781","0.161781","0.161781"
"Kate Stringaris","3","0.15051000000000003","0.15153000000000003","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Thomas Widiez","1","0.21950450000000002","0.21950450000000002","0.21950450000000002","1","0.163974","0.163974","0.163974"
"Sarah Mougalian","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Nirmal Robinson","1","0.627734","0.627734","0.627734","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Jeffrey A. Magee","6","1.16194625","3.3293825","0.7930674999999999","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Oxana V. Makarova-Rusher","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Martin C. Moncrieffe","2","0.25462225000000005","0.3300215","0.25462225000000005","1","0.15215050000000002","0.15215050000000002","0.15215050000000002"
"Ashley R. Winslow","2","0.6626349999999999","1.1752699999999998","0.6626349999999999","1","0.4658515","0.4658515","0.4658515"
"Laura Hautala","4","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Xinqiang Fang","4","0.40014649999999996","0.6053789999999999","0.40587549999999994","1","0.2860255","0.2860255","0.2860255"
"Daniel S. Rizzuto","3","0.6186191666666666","1.2249439999999998","0.4495400000000001","1","0.22075400000000003","0.22075400000000003","0.22075400000000003"
"Claudio R. Alarcón","1","0.30398600000000003","0.30398600000000003","0.30398600000000003","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Abdulrahman A. Al-Khateeb","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.2775","0.2775","0.2775"
"L Zelek","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Allison J Bardin","1","1.7625264999999997","1.7625264999999997","1.7625264999999997","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Chie-Hong Wang","2","0.2749075","0.3562695","0.2749075","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Seungyoun Jung","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Carmen Chak Lui Wong","3","0.3253833333333333","0.6761499999999999","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Yu Hoshino","6","0.7490700833333334","1.4339249999999997","0.4753885","1","0.154811","0.154811","0.154811"
"Ayesha Zia","4","0.15000000000000002","0.15000000000000002","0.15000000000000002","2","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Russell J. Garland","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Kebede Begna","5","0.16491070000000002","0.18754450000000003","0.160251","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Amol S. Navathe","1","0.28178400000000003","0.28178400000000003","0.28178400000000003","3","0.15533233333333335","0.165997","0.15000000000000002"
"Narimon Honarpour","1","0.46146550000000003","0.46146550000000003","0.46146550000000003","1","0.18303950000000002","0.18303950000000002","0.18303950000000002"
"Andreas Rinne","2","0.25084400000000007","0.30104500000000006","0.25084400000000007","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Sean E. Pidgeon","1","0.16812200000000002","0.16812200000000002","0.16812200000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Kyung-Hyun Park-Min","1","0.669401","0.669401","0.669401","1","0.15637500000000001","0.15637500000000001","0.15637500000000001"
"Siwen Hu-Lieskovan","4","1.0720353750000002","3.1716225000000002","0.48325949999999995","1","0.15595000000000003","0.15595000000000003","0.15595000000000003"
"Tma Abdel-Fatah","4","0.15087550000000002","0.15205700000000003","0.15072250000000004","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Dina Lipkind","2","0.26673900000000006","0.32249900000000004","0.26673900000000006","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"James D. Blakemore","2","1.0102764999999998","1.6156464999999998","1.0102764999999998","1","0.18489250000000002","0.18489250000000002","0.18489250000000002"
"Krimo Bouabdallah","3","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Chuanzheng Zhou","4","0.19356675000000004","0.207647","0.20073225","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Nirali N. Shah","6","0.17432983333333332","0.271618","0.15517225","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Neir Eshel","2","0.19278475","0.23556950000000001","0.19278475","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Valentina Giai","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Shelya X. Zeng","3","0.2659315","0.41942450000000003","0.22837000000000002","1","0.15189550000000004","0.15189550000000004","0.15189550000000004"
"Allon M. Klein","3","0.7179841666666666","1.0542979999999997","0.7463855","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Janel L. Kopp","3","0.41605000000000003","0.7472525","0.2875725","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Nicholas M. Levinson","4","0.528039625","1.2103835","0.33598","1","0.15303450000000002","0.15303450000000002","0.15303450000000002"
"Ethan Buhr","2","0.16999625000000002","0.17407200000000003","0.16999625000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Phillip M. Garfin","3","0.1624836666666667","0.18681350000000002","0.15063750000000004","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Diane D. Shao","1","0.6649385","0.6649385","0.6649385","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Michael L. Stitzel","4","0.505586875","0.7993745","0.5364865000000001","1","0.15271150000000003","0.15271150000000003","0.15271150000000003"
"Gb Mann","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Priscilla N. Kelly","5","1.1370999000000002","4.676845","0.3198725","11","0.15","0.15000000000000002","0.15000000000000002"
"L Schwartzberg","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Mallar Bhattacharya","1","0.15530400000000003","0.15530400000000003","0.15530400000000003","7","0.15000000000000005","0.15000000000000002","0.15000000000000002"
"Lamis K Eldjerou","1","0.194183","0.194183","0.194183","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Maralice Conacci-Sorrell","6","1.1548388333333333","2.6730124999999996","0.7874447500000001","1","0.152091","0.152091","0.152091"
"Amir Haji-Akbari","2","0.6306324999999999","1.0176034999999999","0.6306324999999999","1","0.15249900000000002","0.15249900000000002","0.15249900000000002"
"Marzenna Blonska","6","0.25151408333333336","0.5230140000000001","0.17185775000000003","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Montserrat C. Anguera","4","0.33149837500000007","0.40000199999999997","0.3194942500000001","1","0.18971200000000002","0.18971200000000002","0.18971200000000002"
"Yongjun Leng","1","0.608898","0.608898","0.608898","1","0.29977000000000004","0.29977000000000004","0.29977000000000004"
"Rodrigo A. Maillard","1","0.5794115000000001","0.5794115000000001","0.5794115000000001","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Clotilde Lagier-Tourenne","4","0.95104425","2.0039350000000002","0.75200825","2","0.254873","0.34841550000000004","0.254873"
"Prakash Rucktooa","1","0.21440450000000003","0.21440450000000003","0.21440450000000003","1","0.16176400000000002","0.16176400000000002","0.16176400000000002"
"Susumu Goyama","9","0.27705799999999997","0.9018844999999999","0.16650700000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Leopoldo Petreanu","3","1.7042249999999999","2.7865385","1.7601124999999997","1","0.15075650000000002","0.15075650000000002","0.15075650000000002"
"Yutaka Yawata","1","0.32013600000000003","0.32013600000000003","0.32013600000000003","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Maciej A. Walczak","2","0.20699675","0.2122115","0.20699675","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Alejandra Armengol-Alonso","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Erhu Cao","4","0.61866025","1.0269705","0.5337452500000002","1","0.1609055","0.1609055","0.1609055"
"Julie-Aurore Losman","3","0.30638583333333336","0.6191575","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Felipe Mora-Bermúdez","1","0.613386","0.613386","0.613386","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Steven Grangé","1","0.211812","0.211812","0.211812","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"S Moulder","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Isabelle Vallet-Gely","2","0.36161600000000005","0.47041600000000006","0.36161600000000005","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"David W. Cescon","4","0.21259187499999999","0.28148650000000003","0.2094405","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Salvatore Cortellino","2","1.321096","2.197463","1.321096","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Gerhard Sengle","6","0.33339175000000004","0.521637","0.289672","1","0.15430950000000002","0.15430950000000002","0.15430950000000002"
"Keary M. Engle","6","0.9362585000000001","1.5143095","0.9907987500000002","5","0.18940260000000003","0.319133","0.15997050000000002"
"Jesus Gomeza","4","1.2142935","1.7991359999999998","1.454019","1","0.17737000000000003","0.17737000000000003","0.17737000000000003"
"Hosea M. Nelson","4","0.307549625","0.40071599999999996","0.30889475","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Sebastian E. Winter","5","0.7243671","1.9654045","0.2785965000000001","2","0.15027200000000002","0.150544","0.15027200000000002"
"Soto-Pantoja","1","0.16899750000000002","0.16899750000000002","0.16899750000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Iain R. Greig","1","0.28088300000000005","0.28088300000000005","0.28088300000000005","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Giuseppe La Regina","12","0.3534822083333333","0.689954","0.32658750000000003","1","0.153264","0.153264","0.153264"
"Reginald Ewesuedo","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Christopher C. Oakes","5","0.3803959","0.8303484999999999","0.24923750000000003","1","0.15321300000000002","0.15321300000000002","0.15321300000000002"
"Gerald Moncayo","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Aziz Nazha","21","0.15301345238095237","0.178237","0.15000000000000002","1","0.15489600000000003","0.15489600000000003","0.15489600000000003"
"Tamar Uziel","4","1.446681375","3.822476","0.90712475","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Marcos G. Suero","1","0.869406","0.869406","0.869406","3","0.1507791666666667","0.15233750000000004","0.15000000000000002"
"Eva Kudova","1","0.16153450000000003","0.16153450000000003","0.16153450000000003","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
